run_id,tag,round,client,epoch,lr,replay_ratio,cl_batch,cl_batch_size,train_loss,train_acc,val_loss,val_acc
20260222-144012,full_s44_v4_epochs5_pat2,0,0,1,0.0001,0.5,1,5242,4.266026099522908,14.389140271493213,3.991431188583374,18.44
20260222-144012,full_s44_v4_epochs5_pat2,0,0,2,0.0001,0.5,1,5242,3.4746850104559037,38.127940989444234,3.2306784868240355,31.48
20260222-144012,full_s44_v4_epochs5_pat2,0,0,3,0.0001,0.5,1,5242,2.824413708278111,52.68981304845479,2.779554879665375,44.16
20260222-144012,full_s44_v4_epochs5_pat2,0,0,4,0.0001,0.5,1,5242,2.2897416750590005,65.16596718809615,2.492669093608856,51.02
20260222-144012,full_s44_v4_epochs5_pat2,0,0,5,0.0001,0.5,1,5242,1.8425585542406355,72.55500445122726,2.1956393003463743,55.42
20260222-144012,full_s44_v4_epochs5_pat2,0,1,1,0.0001,0.5,1,5242,4.267881586438134,15.591467356173238,4.0150052309036255,21.12
20260222-144012,full_s44_v4_epochs5_pat2,0,1,2,0.0001,0.5,1,5242,3.463282823562622,40.86226631056849,3.199804413318634,34.64
20260222-144012,full_s44_v4_epochs5_pat2,0,1,3,0.0001,0.5,1,5242,2.8161586693355014,51.81228538725677,2.7490175366401672,43.3
20260222-144012,full_s44_v4_epochs5_pat2,0,1,4,0.0001,0.5,1,5242,2.2837972186860585,63.60167874856925,2.4536826252937316,49.3
20260222-144012,full_s44_v4_epochs5_pat2,0,1,5,0.0001,0.5,1,5242,1.8313039995375133,72.56772224341854,2.207757496833801,55.14
20260222-144012,full_s44_v4_epochs5_pat2,0,2,1,0.0001,0.5,1,5242,4.256885165259952,13.80736910148675,4.030001270771026,17.86
20260222-144012,full_s44_v4_epochs5_pat2,0,2,2,0.0001,0.5,1,5242,3.4857195218404136,35.342744499554875,3.2235554814338685,31.3
20260222-144012,full_s44_v4_epochs5_pat2,0,2,3,0.0001,0.5,1,5242,2.831126565024966,49.25600915681038,2.794284224510193,41.78
20260222-144012,full_s44_v4_epochs5_pat2,0,2,4,0.0001,0.5,1,5242,2.3101535751706077,62.164568230955105,2.4612473011016847,49.8
20260222-144012,full_s44_v4_epochs5_pat2,0,2,5,0.0001,0.5,1,5242,1.8593523729415167,71.79193691975073,2.189923882484436,54.92
20260222-144012,full_s44_v4_epochs5_pat2,0,3,1,0.0001,0.5,1,5242,4.2580382369813465,14.828700711053653,3.9950668454170226,20.24
20260222-144012,full_s44_v4_epochs5_pat2,0,3,2,0.0001,0.5,1,5242,3.468358902704148,37.09779982195091,3.247096359729767,31.54
20260222-144012,full_s44_v4_epochs5_pat2,0,3,3,0.0001,0.5,1,5242,2.845485278538295,51.18911356988427,2.840490090847015,42.76
20260222-144012,full_s44_v4_epochs5_pat2,0,3,4,0.0001,0.5,1,5242,2.3172418844132197,62.76230446394506,2.493785262107849,49.78
20260222-144012,full_s44_v4_epochs5_pat2,0,3,5,0.0001,0.5,1,5242,1.8846026602245511,70.36754419432786,2.2346698880195617,54.5
20260222-144012,full_s44_v4_epochs5_pat2,1,0,1,0.0001,0.5,2,1001,2.0534998774528503,61.22584943371086,2.095004212856293,60.52
20260222-144012,full_s44_v4_epochs5_pat2,1,0,2,0.0001,0.5,2,1001,1.8858072459697723,67.62158560959361,2.0366604149341585,60.36
20260222-144012,full_s44_v4_epochs5_pat2,1,0,3,0.0001,0.5,2,1001,1.6919290721416473,73.01798800799467,2.003613090515137,59.3
20260222-144012,full_s44_v4_epochs5_pat2,1,1,1,0.0001,0.5,2,1001,2.0097717940807343,63.29113924050633,2.110787034034729,60.32
20260222-144012,full_s44_v4_epochs5_pat2,1,1,2,0.0001,0.5,2,1001,1.8500094711780548,68.1545636242505,2.0506884455680847,59.0
20260222-144012,full_s44_v4_epochs5_pat2,1,1,3,0.0001,0.5,2,1001,1.681230753660202,72.15189873417721,2.0249494910240173,58.82
20260222-144012,full_s44_v4_epochs5_pat2,1,2,1,0.0001,0.5,2,1001,2.0847097039222717,60.42638241172552,2.126600956916809,59.32
20260222-144012,full_s44_v4_epochs5_pat2,1,2,2,0.0001,0.5,2,1001,1.9202066957950592,66.82211858760826,2.0629774391651154,59.02
20260222-144012,full_s44_v4_epochs5_pat2,1,2,3,0.0001,0.5,2,1001,1.705279678106308,72.75149900066623,2.0411033034324646,58.16
20260222-144012,full_s44_v4_epochs5_pat2,1,3,1,0.0001,0.5,2,1001,2.0975046157836914,60.95936042638241,2.116632676124573,60.48
20260222-144012,full_s44_v4_epochs5_pat2,1,3,2,0.0001,0.5,2,1001,1.946445882320404,64.35709526982012,2.05746768116951,59.24
20260222-144012,full_s44_v4_epochs5_pat2,1,3,3,0.0001,0.5,2,1001,1.7376227378845215,71.95203197868088,2.0263288795948027,57.88
20260222-144012,full_s44_v4_epochs5_pat2,2,0,1,0.00016200000000000003,0.45,3,1001,1.8528831899166107,65.24137931034483,1.906929475069046,59.18
20260222-144012,full_s44_v4_epochs5_pat2,2,1,1,0.00013126756244302303,0.45,3,1001,1.8948229551315308,62.96551724137931,1.9163175702095032,59.92
20260222-144012,full_s44_v4_epochs5_pat2,2,2,1,0.00010800000000000002,0.45,3,1001,1.8907847106456757,62.89655172413793,1.909531331062317,61.26
20260222-144012,full_s44_v4_epochs5_pat2,2,2,2,0.00010800000000000002,0.45,3,1001,1.7875214219093323,65.65517241379311,1.8931181132793427,59.5
20260222-144012,full_s44_v4_epochs5_pat2,2,2,3,0.00010800000000000002,0.45,3,1001,1.6007393598556519,71.58620689655173,1.8628579080104828,58.82
20260222-144012,full_s44_v4_epochs5_pat2,2,3,1,0.00012928072435846309,0.45,3,1001,1.8759013712406158,62.689655172413794,1.916045618057251,60.48
20260222-144012,full_s44_v4_epochs5_pat2,3,0,1,0.00015860202881176969,0.55,4,1001,1.7802365720272064,64.62233699160748,1.8215835213661193,60.28
20260222-144012,full_s44_v4_epochs5_pat2,3,1,1,0.00014580000000000005,0.55,4,1001,1.7659563422203064,66.94641704325372,1.8287255108356475,60.46
20260222-144012,full_s44_v4_epochs5_pat2,3,1,2,0.00014580000000000005,0.55,4,1001,1.5776435732841492,70.04519044544868,1.8396153211593629,58.36
20260222-144012,full_s44_v4_epochs5_pat2,3,1,3,0.00014580000000000005,0.55,4,1001,1.3723207712173462,75.98450613298903,1.8823118925094604,56.92
